amitabh_bachchan	allahabad
recurt	geoent_recurt_6440884
vierbordes	geoent_vierbordes_6440958
talazac	geoent_talazac_6440936
saintpargoire	geoent_saintpargoire_6432648
villerslesormes	geoent_villerslesormes_6433014
montlouissurloire	geoent_montlouissurloire_6433059
restigné	geoent_restigné_6433090
pouzay	geoent_pouzay_6433085
louans	geoent_louans_6433040
nouzilly	geoent_nouzilly_6433073
morêteldemailles	geoent_morêteldemailles_6433258
saintmartinduriage	geoent_saintmartinduriage_6433368
siccieusaintjulienetcarisieu	geoent_siccieusaintjulienetcarisieu_6433419
tullins	geoent_tullins_6433435
estrablin	geoent_estrablin_6433194
rovon	geoent_rovon_6433309
mogoşu_river_teleajen	romania
dâmbu_river	romania
cociovaliştea_river	romania
china_national_building_material_company	beijing
franchevelle	geoent_franchevelle_6441949
saintbaraing	geoent_saintbaraing_6433736
perquie	geoent_perquie_6433924
lacajunte	geoent_lacajunte_6433849
nassiet	geoent_nassiet_6433906
saintjeandelier	geoent_saintjeandelier_6433956
taller	geoent_taller_6434001
ychoux	geoent_ychoux_6434019
bergen_sporvei	bergen
coulommierslatour	geoent_coulommierslatour_6448930
marcillyengault	geoent_marcillyengault_6434041
mondoubleau	geoent_mondoubleau_6434056
naveil	geoent_naveil_6434070
pezou	geoent_pezou_6434085
saintagil	geoent_saintagil_6434098
saintétiennedesguérets	geoent_saintétiennedesguérets_6434105
saintsauveurenrue	geoent_saintsauveurenrue_6434318
pralong	geoent_pralong_6434229
bouaye	geoent_bouaye_6449073
pornic	geoent_pornic_6434496
jouésurerdre	geoent_jouésurerdre_6449108
saintjeandeboiseau	geoent_saintjeandeboiseau_6434519
rouans	geoent_rouans_6434505
corquilleroy	geoent_corquilleroy_6434568
thorailles	geoent_thorailles_6434743
laillyenval	geoent_laillyenval_6434628
mérinville	geoent_mérinville_6434649
nadillac	geoent_nadillac_6424428
issepts	geoent_issepts_6434793
vaylats	geoent_vaylats_6434942
pârâul_câinelui_târnava_mare	romania
saintchels	geoent_saintchels_6434882
terrou	geoent_terrou_6434927
aviré	geoent_aviré_6449389
chartrené	geoent_chartrené_6449431
feneu	geoent_feneu_6435212
freigné	geoent_freigné_6435215
liré	geoent_liré_6435230
louerre	geoent_louerre_6435231
lt90th_Anniversary_of_Estonian_Republicgt	estonia
mazé	geoent_mazé_6435237
saintjeandelacroix	geoent_saintjeandelacroix_6435290
beuzevilleauplain	geoent_beuzevilleauplain_6449475
carneville	geoent_carneville_6435359
nanslespins	geoent_nanslespins_6451507
lorgues	geoent_lorgues_6451498
carqueiranne	geoent_carqueiranne_6451472
saintdidiersousécouves	geoent_saintdidiersousécouves_6439244
saintemargueritedecarrouges	geoent_saintemargueritedecarrouges_6439274
saintsauveurdecarrouges	geoent_saintsauveurdecarrouges_6439301
saintrochsurégrenne	geoent_saintrochsurégrenne_6439300
rauvillelabigot	geoent_rauvillelabigot_6435548
saintnicolasdepierrepont	geoent_saintnicolasdepierrepont_6435629
saintjeandesavigny	geoent_saintjeandesavigny_6435602
saintlaurentdeterregatte	geoent_saintlaurentdeterregatte_6435609
maupertussurmer	geoent_maupertussurmer_6435480
saintrémydeslandes	geoent_saintrémydeslandes_6435641
radisson_northern_hotel	billings_montana
elkhorn_wildlife_area	baker_county_oregon
limbuş_river	romania
liesvillesurdouve	geoent_liesvillesurdouve_6435466
montebourg	geoent_montebourg_6435490
nicorps	geoent_nicorps_6435516
cucuveanu_river	romania
hârboca_river	romania
bergèressousmontmirail	geoent_bergèressousmontmirail_6449538
chaumuzy	geoent_chaumuzy_6435733
mourmelonlegrand	geoent_mourmelonlegrand_6435913
saintemarieàpy	geoent_saintemarieàpy_6435992
saintquentinleverger	geoent_saintquentinleverger_6436000
septsaulx	geoent_septsaulx_6436016
saronsuraube	geoent_saronsuraube_6436010
sognyenlangle	geoent_sognyenlangle_6436023
vadenay	geoent_vadenay_6436059
villerssouschâtillon	geoent_villerssouschâtillon_6436096
laubrières	geoent_laubrières_6436415
beuvezin	geoent_beuvezin_6449729
boucq	geoent_boucq_6449745
bratte	geoent_bratte_6449752
einvaux	geoent_einvaux_6436586
gélaucourt	geoent_gélaucourt_6436624
malavillers	geoent_malavillers_6436725
richardménil	geoent_richardménil_6436826
villacourt	geoent_villacourt_6436911
villerssousprény	geoent_villerssousprény_6436923
bazeillessurothain	geoent_bazeillessurothain_6449773
cheppy	geoent_cheppy_6436959
fresnesenwoëvre	geoent_fresnesenwoëvre_6437012
ourchessurmeuse	geoent_ourchessurmeuse_6437147
peuvillers	geoent_peuvillers_6437151
récicourt	geoent_récicourt_6437163
romagnesousmontfaucon	geoent_romagnesousmontfaucon_6437178
seuzey	geoent_seuzey_6437209
watronville	geoent_watronville_6437274
havange	geoent_havange_6437578
haselbourg	geoent_haselbourg_6437573
jouxlaville	geoent_jouxlaville_6445890
servignylèssaintebarbe	geoent_servignylèssaintebarbe_6437872
vannecourt	geoent_vannecourt_6437907
minezel_river	romania
montapas	geoent_montapas_6438021
villapourçon	geoent_villapourçon_6438122
cattenières	geoent_cattenières_6438159
nieppe	geoent_nieppe_6438386
walloncappel	geoent_walloncappel_6438556
anserville	geoent_anserville_6450095
ansauvillers	geoent_ansauvillers_6450094
blancfossé	geoent_blancfossé_6450141
bantanges	geoent_bantanges_6450849
blanzy	geoent_blanzy_6450866
clux	geoent_clux_6442205
coignières	geoent_coignières_6443944
ltÉpônegt	geoent_épône_6443957
essertenne	geoent_essertenne_6442252
saintnauphary	geoent_saintnauphary_6445033
saintomerenchaussée	geoent_saintomerenchaussée_6438963
villerssurbonnières	geoent_villerssurbonnières_6439040
cuiselamotte	geoent_cuiselamotte_6438660
gouylesgroseillers	geoent_arrondissement_de_clermont_3024642
neuillyenthelle	geoent_neuillyenthelle_6438860
hauteépine	geoent_hauteépine_6438745
sillytillard	geoent_sillytillard_6438981
rethondes	geoent_rethondes_6438918
fournival	geoent_fournival_6438707
pontarmé	geoent_pontarmé_6438893
saintpierredesjonquières	geoent_saintpierredesjonquières_6443494
saintvaastdéquiqueville	geoent_saintvaastdéquiqueville_6443511
auzouvillesursaâne	geoent_auzouvillesursaâne_6451090
auzouvilleauberbosc	geoent_auzouvilleauberbosc_6451087
parcdanxtot	geoent_parcdanxtot_6443384
septeuil	geoent_septeuil_6444083
bénarville	geoent_bénarville_6451115
flocques	geoent_flocques_6443210
bracquetuit	geoent_bracquetuit_6443117
villersécalles	geoent_villersécalles_6443583
contremoulins	geoent_contremoulins_6443150
jullylèsbuxy	geoent_jullylèsbuxy_6442287
stoican_river	romania
fairmont_acapulco_princess	acapulco
noirémont	geoent_noirémont_6438867
rainvillers	geoent_rainvillers_6438908
villotran	geoent_villotran_6439045
tanques	geoent_tanques_6439319
dorceau	geoent_dorceau_6439082
liffollegrand	geoent_liffollegrand_6445622
certilleux	geoent_certilleux_6451802
nompatelize	geoent_nompatelize_6445664
crainvilliers	geoent_crainvilliers_6445497
frapelle	geoent_frapelle_6445553
thurey	geoent_thurey_6442509
saintaubinsurloire	geoent_saintaubinsurloire_6442391
domèvresousmontfort	geoent_domèvresousmontfort_6445520
senaide	geoent_senaide_6445751
sigylechâtel	geoent_sigylechâtel_6442496
theysousmontfort	geoent_theysousmontfort_6445763
antoingt	geoent_antoingt_6452447
artonne	geoent_artonne_6450299
basetlezat	geoent_basetlezat_6450312
girmontvaldajol	geoent_girmontvaldajol_6445571
joze	geoent_joze_6440055
berthegon	geoent_berthegon_6451638
latillé	geoent_latillé_6445271
bessay	geoent_bessay_6451596
sun_pass_state_forest	klamath_county_oregon
saintmarslaréorthe	geoent_saintmarslaréorthe_6445210
triaize	geoent_triaize_6445249
sallertaine	geoent_sallertaine_6445238
maché	geoent_maché_6445139
sita_river	romania
polydroso	lt_ThesprotiaGreecegt
kodiyeri	kannur_district
soulignésousballon	geoent_soulignésousballon_6442744
red_cloak	aberdeenshire
saintgermaindarcé	geoent_saintgermaindarcé_6442694
vallonsurgée	geoent_vallonsurgée_6442767
dissésousballon	geoent_dissésousballon_6442562
caburguahuelemolle	chile
eemmeer	netherlands
lanchessainthilaire	geoent_lanchessainthilaire_6444559
izvor_river_cârcinov	romania
ritchey_knob	pennsylvania
bérus	geoent_bérus_6450916
contilly	geoent_contilly_6450950
orbeil	geoent_orbeil_6440119
saintdonat	geoent_saintdonat_6440173
sauretbesserve	geoent_sauretbesserve_6440233
chassieu	geoent_chassieu_6441818
fânaţele_river	romania
kutrovice	czech_republic
bakersfield_police_department	bakersfield_california
challesleseaux	geoent_challesleseaux_6450992
cohennoz	geoent_cohennoz_6451000
puiseuxpontoise	geoent_puiseuxpontoise_6446323
puiseuxenfrance	geoent_puiseuxenfrance_6446322
vémars	geoent_vémars_6446350
villainessousbois	geoent_villainessousbois_6446355
bonsecours	geoent_bonsecours_6443089
varengevillesurmer	geoent_varengevillesurmer_6443567
gruchetlevalasse	geoent_gruchetlevalasse_6443256
torreilles	geoent_torreilles_6441047
trémauville	geoent_trémauville_6443561
campôme	geoent_campôme_6450515
lucarmau	geoent_lucarmau_6440488
barinque	geoent_barinque_6450427
utsyabhumi	bangladesh
hautdebosdarros	geoent_hautdebosdarros_6440410
vialer	geoent_vialer_6440653
caudecoste	geoent_caudecoste_6449301
estillac	geoent_estillac_6449325
poussignac	geoent_poussignac_6435036
roumagne	geoent_roumagne_6435046
saintromainlenoble	geoent_saintromainlenoble_6435078
saintsylvestresurlot	geoent_saintsylvestresurlot_6435083
burlats	geoent_burlats_6451356
fiac	geoent_fiac_6451388
frausseilles	geoent_frausseilles_6451389
giroussens	geoent_giroussens_6444833
massals	geoent_massals_6444878
villerscampsart	geoent_villerscampsart_6444798
rainneville	geoent_rainneville_6444695
crepeş_river	romania
voroveşti_river	romania
mount_raimer	berkshire_county_massachusetts
mark_thomas_miller_actor	louisville_kentucky
valea_rea_river_orăştie	romania
poşta_river	romania
changi_air_base	changi
valea_fânaţelor_river_mureş	romania
krasnyy_stroitel	nizhnyaya_alaarcha
keyport_harbor	new_jersey
sickle_mountain	antarctica
simmers_peaks	antarctica
birdlip	gloucestershire
red_brook	cheshire
st_alkmunds_church	lt_WhitchurchWhitchurch_Shropshiregt
huaneng_power_international	beijing
marywell	angus
james_poe	dobbs_ferry_new_york
greynolds_park	miamidade_county_florida
brusturoasa_river	romania
skapiškis	lithuania
st_bedes_church	lt_WidnesWidnesgt
runcşor_river	romania
kamniška_bistrica	slovenia
oplotniščica	slovenia
museum_of_south_texas_history	hidalgo_county_texas
endresen_islands	antarctica
akhtang	russia
austhjelmen_peak	antarctica
ocean_financial_centre	raffles_place
abele_spur	antarctica
lt111_Piccadillygt	manchester
akure_airport	akure
seleştiuţa_river	romania
wuvilp	west_lafayette_indiana
richard_l_jantz_stadium	winfield_kansas
lt62TV_Recordsgt	brussels
river_peck	london
valea_lungă_river_chiriţa	romania
arena_indios	ciudad_juárez
doroşcani_river	romania
gov_william_aiken_house	charleston_south_carolina
saturday_night_live_weekend_update_thursday	ge_building
lt1400_Smith_Streetgt	houston
teletech	englewood_colorado
oltul_mic_river	romania
johann_heinrich_roos	otterberg
otterberg	rhinelandpalatinate
sirina_river	romania
mala_river	romania
reciţa_river	romania
american_pop_corn_company	sioux_city_iowa
cartoon_network_india	mumbai
taha_hussein_museum	cairo
eleftherios_venizelos_historical_museum	athens
theatrical_museum_of_greece	athens
syntagma_metro_station_archaeological_collection	athens
cians	france
little_finborough	suffolk
little_finborough	geoent_mid_suffolk_district_7290635
odessa_botanical_gardens	ukraine
jessie_mendiola	united_arab_emirates
united_arab_emirates	geoent_asia_6255147
fiora	italy
el_paso_energy_building	houston
calpine_center	houston
saraswathi_vidyalaya_matriculation_higher_secondary_school	vadapalani
vadapalani	nerkunram
terespondo	brazil
union_mill	lt_CranbrookKentgt
james_monroe_tomb	richmond_virginia
hochblauen	badenwürttemberg
sørkappøya	svalbard
hereford_army_airfield	cochise_county_arizona
slatina_river_remezeu	romania
santa_fe_reporter	santa_fe_new_mexico
newnham_hill	northamptonshire
hampton_park	lt_OttawaOttawagt
anastasia_klose	melbourne
kosmos2i	low_earth_orbit
przydawki	otwock_county
phoenix_corporate_center	phoenix_arizona
valaste_waterfall	idaviru_county
columbus_historic_riverfront_industrial_district	columbus_georgia
the_national_abu_dhabi	abu_dhabi
le_portalet	alps
garde_de_bordon	alps
latrobe_school_district	shingle_springs_california
one_tabor_center	denver
denver	colorado
marriott_reef	tasmania
tromsøysund_tunnel	tromsø
tromsø	norway
zaovine_lake	tara_mountain
tara_mountain	serbia
archaeological_museum_of_eretria	eretria
national_museum_of_royal_barges	bangkok
royal_elephant_national_museum	bangkok
museum_of_buddhist_art	bangkok
abhisek_dusit_throne_hall	bangkok
childrens_discovery_museum	bangkok
la_balize	lt_LouisianaLouisianagt
vinelanddownstown_airport	gloucester_county_new_jersey
janes_aviation	united_kingdom
maude_turner_gordon	franklin_indiana
dante_quinterno	san_vicente_buenos_aires
yersin_museum	vietnam
livingstone_museum	zambia
cape_verde_kite_museum	cape_verde
wardlow	derbyshire
wardlow	geoent_derbyshire_dales_district_7290670
balls_tv_channel	quezon_city
ziggo	utrecht_city
utrecht_city	netherlands
kumgaon_burti	buldhana_district
adrenaline_family_entertainment	edmond_oklahoma
emma_heming	malta
tv3_russia	moscow
harkstead	suffolk
wilhelm_busch_museum	germany
cowpens_furnace_site_38ck73	cherokee_county_south_carolina
little_sheep_group	baotou
baotou	inner_mongolia
sagiyama_castle	gifu_gifu
stake_out	the_maidstone_studios
baotou_steel	baotou
nationale_regionale_transport	libreville
kurono_castle	gifu_gifu
north_concho_river	texas
agatsuma_river	japan
woods_canyon_lake	coconino_county_arizona
the_tuscaloosa_news	alabama
national_womens_history_museum	alexandria_virginia
beinn_tulaichean	stirling
przemęt_landscape_park	poland
a_g_high_school	ahmedabad
calloway_county_high_school	murray_kentucky
turtle_rock_light	philadelphia
bettmeralp	valais
mount_ramon	israel
rofinsinar	hamburg
kurchi_dasgupta	kolkata
hinterrhein_river	switzerland
forest_hill_park_ohio	ohio
boeing_galleries	millennium_park
mountain_national_bank	sevierville_tennessee
anjuman_stream	afghanistan
campaign_for_liberty	alexandria_virginia
ramsnest_common	surrey
mallavolu	krishna_district
la_cassorte	alps
böshorn	alps
gladsmuir	east_lothian
mittaghorn	alps
wiwannihorn	alps
pizzo_di_cassimoi	alps
beata_island	dominican_republic
dominican_republic	north_america
glastonbury__rocky_hill_ferry_historic_district	glastonbury_connecticut
qara_su	azerbaijan
culgoa	lt_VictoriaVictoria_Australiagt
santa_inoue	paris
irvington_town_hall	irvington_new_york
lurøya	svalbard
kulstadholmane	svalbard
aroser_weisshorn	alps
russel_tank	coconino_county_arizona
håungen	svalbard
ross_island_oregon	oregon
yumi_sugimoto	osaka
cavistrau	alps
trinserhorn	alps
steinhüshorn	alps
tom_diver_derrick_bridge	port_adelaide
pierre_avoi	alps
nedorazumeniya_island	russia
free_spirit_records	yateley
yateley	hampshire
interquest_group	london
georgina_island	ontario
verstanclahorn	alps
piz_glüschaint	alps
munt_pers	alps
noyes_records	truro_nova_scotia
piz_lischana	alps
piz_prüna	alps
provident_hospital_chicago	chicago
musée_cognacqjay	paris
erumakkadu	pathanamthitta_district
musée_de_léventail	paris
lake_varese	province_of_varese
josé_bódalo	córdoba_argentina
gothong_southern	cebu_city
cebu_city	geoent_republic_of_the_philippines_1694008
cebu_city	philippines
bill_ward_artist	london
nicholas_georgiadis	athens
qa_tv_program	ultimo_new_south_wales
gostycyn	tuchola_county
lutsu	lt_Valga_CountyEstoniagt
palanumäe	estonia
ringiste	estonia
mõksi	estonia
haabsaare	estonia
väikekamari	jõgeva_county
committee_on_national_security_systems	fort_george_g_meade
all_pakistan_music_conference	lahore
st_josaphats_roman_catholic_church	detroit
harare_tribune	harare
lake_kegonsa_state_park	wisconsin
shui_on_land	shanghai
stadionul_olimpia	satu_mare
satu_mare	romania
johnsonville	lt_VictoriaVictoria_Australiagt
laguna_de_ayarza	casillas
kibnlp	lufkin_texas
seth_enslow	california
arvada_flour_mill	jefferson_county_colorado
lakegala	sri_lanka
daijiworld_media	mangalore
third_eye_records	ventura_california
ocarina_networks	san_jose_california
unaka_high_school	elizabethton_tennessee
borers_falls	hamilton_ontario
louis_rhead	etruria_staffordshire
musée_des_collections_historiques_de_la_préfecture_de_police	paris
navodaya_vidya_samasthe	kurboor
kurboor	chikkaballapur_district
snake_river_high_school	blackfoot_idaho
muleshoe_heritage_center	bailey_county_texas
zbucz	hajnówka_county
valencian_museum_of_ethnology	spain
united_uranium	saskatoon
kiełczewice_górne	geoent_kiełczewice_769244
buck_consultants	new_york_city
lough_sillan	county_cavan
uchylsko	wodzisław_county
przanówka	brzeziny_county
orkney_wireless_museum	orkney
wickham	lt_BerkshireBerkshiregt
cranesville_historic_district	dalton_massachusetts
denlow_falls	hamilton_ontario
huta_stepańska	ukraine
scottville_public_library	scottville_michigan
essex_company_machine_shop	lawrence_massachusetts
betzner_falls	hamilton_ontario
red_cedar_technology	east_lansing_michigan
georgi_damyanovo	montana_province
glendale_falls_hamilton	lt_OntarioHamilton_Ontariogt
deir_rafat	israel
sułkowice_drugie	piaski_bankowe
sitovo	lt_Silistra_ProvinceSilistra_Provincegt
sidneys_knob	pennsylvania
old_southeast_town_hall	brewster_new_york
lester_f_larsen_tractor_museum	lincoln_nebraska
gaumina	vilnius
vilnius	lithuania
inn_at_perry_cabin	usa
ryan_river	british_columbia
mount_senjō	yamanashi_prefecture
berneuse	alps
peggy_bacon	ridgefield_connecticut
bald_mountain_pennsylvania	pennsylvania
tae_greek_national_airlines	athens
bely_iyus_river	russia
bowie_high_school_maryland	bowie_maryland
bouvet_island	geoent_antarctica_6255152
friesens	altona_manitoba
joshua_tree_national_park	riverside_county_california
bystry_tanyp_river	bashkortostan
radzice_małe	geoent_giełzów_772234
baron_hirsch_synagogue	memphis_tennessee
vallejo_estate	sonoma_california
klasak_mały	kolonia_dzietrzkowice
wola_okrzejska	ltŁuków_Countygt
ożarów_pierwszy	geoent_ożarów_762773
bartkowa	geoent_bartkowaposadowa_776362
kupiczow	ukraine
karsy_dolne	geoent_słupia_758858
nowa_wieś	lt_Gmina_SłupiaJędrzejów_Countygt
kostomłoty_pierwsze	kostomłoty_drugie
podolszynka_plebańska	krzeszów_górny
mediaworks_publisher	chiyoda_tokyo
księże_pole	głubczyce_county
amadeus_institute	rabat
rabat	geoent_région_de_rabatsalézemmourzaër_2538470
james_peak	colorado
sillaro	italy
yoho_river	british_columbia
west_kettle_river	british_columbia
ninth_island	tasmania
museo_dellopera_del_duomo	italy
săcăduş_river	romania
uboynaya_river	krasnoyarsk_krai
clovis_east_high_school	clovis_california
oklahoma_thunder	tulsa_oklahoma
aberdeen	scotland
aberdeen	lt_Sri_LankaSri_Lankagt
alperschällihorn	alps
temple_cronan	county_clare
nezhegol_river	belgorod_oblast
ansty_hall	coventry
midtown_comics	new_york_city
grosser_diamantstock	alps
savers_uk	croydon
inty	bristol
brearley_brook	rochdale
rochdale	greater_manchester
easterns_automotive_group	manassas_virginia
valenciennes_river	british_columbia
lt17_June_2008_Baghdad_bombinggt	baghdad
sanlu_group	shijiazhuang
shijiazhuang	hebei
bond_clothing_stores	new_york
gurdwara_ghai_ghat	patna
scarlet_ortiz	caracas
longmont_museum__cultural_center	boulder_county_colorado
asahikawa_museum_of_sculpture	asahikawa_hokkaidō
meghma	west_bengal
petit_morin	france
lac_des_autannes	grimentz
grimentz	valais
cudgewa	lt_VictoriaVictoria_Australiagt
national_sports_centre_isle_of_man	douglas_isle_of_man
aspromonte_national_park	calabria
antics_technologies	cambridge
caballo_lake_state_park	new_mexico
bullseye_telecom	usa
iraq_economic_development_group	bradford
agra_air_force_station	agra
logility	atlanta
valdemar_møller	denmark
visscher_island	tasmania
betsey_island	tasmania
petrine_sonne	copenhagen
otto_møller_jensen	denmark
jørn_jeppesen	frederiksberg
tanot_mata	jaisalmer_district
seudre	france
harold_lee_tichenor	philadelphia
yuma_asami	tokyo
sartodi	thane_district
water_fuel_museum	lexington_kentucky
inner_rocks	tasmania
henry_c_wolf_law_library	williamsburg_virginia
lt1948_World_Figure_Skating_Championshipsgt	davos
davos	switzerland
warbelows_air_ventures	fairbanks_alaska
mavourneen_rocks	tasmania
wade_island	pennsylvania
hays_reef	tasmania
priya_bathija	india
checker_sedan	dearborn_heights_michigan
sparti_airport	sparti_municipality
bain_commercial_building	wappingers_falls_new_york
stadionul_delta	tulcea
tulcea	romania
ruchen	alps
pogled	serbia
pizzo_ruscada	alps
stein_obersaxen	alps
pointe_du_mountet	alps
carneros_river	mexico
royal_coin_cabinet	stockholm
purple_pointstehekin_ranger_station_house	lake_chelan_national_recreation_area
lake_chelan_national_recreation_area	chelan_county_washington
stryjewo_wielkie	geoent_stryjewo_758024
high_country_press	boone_north_carolina
nagórnik	lt_Masovian_VoivodeshipKozienice_Countygt
siekierka_nowa	geoent_nowa_tymienica_763763
maja_grykat_e_hapëta	albania
ossur	reykjavík
qala_i_naw_airport	qala_i_naw_afghanistan
anchor_housing_association	london
portmarnock_golf_club	fingal
bsa_tower	makati_city
makati_city	geoent_republic_of_the_philippines_1694008
makati_city	philippines
potok_biały	geoent_słubice_3085494
dalyup_river	western_australia
ironton_tribune	ironton_ohio
manish_gupta	mumbai
gulf_stream_council	palm_beach_gardens_florida
fbs_radio_network_inc	mandaluyong_city
mandaluyong_city	philippines
blažej_baláž	nevoľné
lehman	lt_Lee_amp_XuBeijinggt
mediehuset_østfold	fredrikstad
fredrikstad	norway
porto_alegre_botanical_garden	brazil
akva_group	bryne
royal_welch_fusiliers_museum	gwynedd
san_francisco_police_department_park_station_bombing	golden_gate_park
monroe_high_school_tehachapi	tehachapi_california
mailacompu	idukki_district
kosheh_martyrs	egypt
srirampur_colony	adilabad_district
else_werre	north_rhinewestphalia
el_9_esportiu	barcelona
kaltinėnai	lithuania
stamford_mercury	stamford_lincolnshire
century_house_norwalk	lt_OhioNorwalk_Ohiogt
lt2000_Valencian_Community_motorcycle_Grand_Prixgt	circuit_ricardo_tormo
wan_man	terengganu
web_technology_group	hammersmith
bioms_medical	edmonton
wherecom	boston
children_in_need_2004	bbc_television_centre
national_mckinley_birthplace_memorial	niles_ohio
kelsall_river	british_columbia
dostoevsky_museum	russia
mystic_falls	yellowstone_national_park
leonid_denysenko	warsaw
eklund_islands	antarctica
museum_kampa	prague
horrocks_pass	south_australia
temple	lt_CornwallCornwallgt
zagg	usa
ballara	lt_QueenslandQueenslandgt
archdaletrinity_news	archdale_north_carolina
motta	val_poschiavo
lexham	norfolk
lexham	geoent_breckland_district_7290594
mayabeque_river	cuba
skui	akershus
blix_street_records	gig_harbor_washington
ata_hussain_fani_chishti	gaya_india
chadwick_square_diner	worcester_massachusetts
caixaforum_madrid	madrid
slapton	lt_NorthamptonshireNorthamptonshiregt
el_diario_de_nuevo_laredo	nuevo_laredo
kilcona_park	winnipeg
red_pajamas_records	nashville_tennessee
mararikkulam_north	alappuzha_district
pallippad	alappuzha_district
thuravoor_thekku	alappuzha_district
lyda_southard	keytesville_missouri
onakkoor	ernakulam_district
anavilasam	idukki_district
chittarikkal	kasaragod_district
vadakkemuri	kottayam_district
church_of_the_multiplication	tabgha
thazhecode	kozhikode_district
abdu_rahiman_nagar	malappuram_district
thuvvur	malappuram_district
vazhayur	malappuram_district
veliyankode	malappuram_district
vellayur	malappuram_district
mathur_i	palakkad_district
parliii	palakkad_district
springbrook	lt_QueenslandQueenslandgt
thelliyoor	pathanamthitta_district
nagaroor	thiruvananthapuram_district
vilappil	thiruvananthapuram_district
julias_house	corfe_mullen
corfe_mullen	dorset
peringandoor	thrissur_district
thekkumkara	thrissur_district
cherukottur	wayanad_district
nalloornad	wayanad_district
thomattuchal	wayanad_district
avanavancherry	thiruvananthapuram_district
small_korab	republic_of_macedonia
kira_town	great_rift_valley
bukovany_hodonín_district	czech_republic
pico_do_brejo_do_cordeiro	azores
ariad_pharmaceuticals	cambridge_massachusetts
girisagar	bagalkot_district
aigali	belgaum_district
benadi	belgaum_district
deshanur	belgaum_district
shedbal	belgaum_district
moregeri	bellary_district
dorobanţi_tower	bucharest
club_biguá_de_villa_biarritz	montevideo
orathy	kanchipuram_district
aizumisato	lt_FukushimaFukushima_Prefecturegt
bagdal	bidar_district
instituto_de_biomecánica_de_valencia	valencia_spain
white_mosque_ramla	ramla
ramla	israel
turkuaz_airlines	istanbul
jours_de_france	paris
yuha_buttes	california
st_lukes_house	bethesda_maryland
mexican_council_on_foreign_relations	mexico_city
felsham	suffolk
dove_lake_tasmania	tasmania
hagavik	hordaland
galiniai	marijampolė_county
ravanica	ltĆuprijagt
mickfield	suffolk
schulze_baking_company_plant	chicago
yadanabon_zoological_gardens	mandalay
port_of_basarabi	constanţa_county
bhaskarnagar	guntur_district
upton_warren	worcestershire
khor_river	khabarovsk_krai
pago_river	guam
munnuru	dakshina_kannada_district
clarence_gagnon	montreal
harlequin_property	basildon
basildon	essex
enc_press	hoboken_new_jersey
michałów_pierwszy	geoent_michałów_3092052
traveler_buttress_lovers_leap	lake_tahoe
lake_tahoe	california
purple_rain_tour	north_america
north_america	geoent_earth_6295630
stanion	northamptonshire
lt1950_San_Remo_Grand_Prixgt	sanremo
aamir_bashir	india
rochester_hm_prison	rochester_kent
istanbul_hezarfen_airfield	ltÇatalcagt
munkkivuori	geoent_hoplaks_657097
gbangbatok_airport	sierra_leone
kaolack_airport	kaolack
doba_airport	doba
damazin_airport	sudan
el_daein_airport	sudan
wad_medani_airport	sudan
leck	lt_LancashireLancashiregt
chuini	zanzibar
zanzibar	tanzania
university_of_alabama_softball_stadium	tuscaloosa_alabama
taunton_priory	taunton
taunton	somerset
boondall_wetlands	brisbane
sünthasardag_nature_reserve	balkan_province
gaplaňgyr_nature_reserve	daşoguz_province
seljestad	lt_HordalandHordalandgt
godziszka	lt_Silesian_VoivodeshipBielsko_Countygt
inauguration_of_rutherford_b_hayes	washington_dc
smęcino	białogard_county
cape_panwa_hotel	geoent_phuket_1151254
covert_operations_ltd	london
american_airpower_heritage_museum	midland_county_texas
calero_island	costa_rica
liepāja_museum	latvia
stadion_am_schloss_strünkende	herne_germany
frederick_baker	salzburg
rideau_company	montreal
presto_uk_supermarket	hayes_hillingdon
bix_contests	sunnyvale_california
maciço_do_urucum	brazil
del_parson	ogden_utah
ma_wingshing	hong_kong
khan_asad_pasha	damascus
lough_cullin	county_mayo
sunflower_corporation	boulder_colorado
mehatpur	jalandhar_district
cambridge_daily_banner	cambridge_maryland
chutine_river	british_columbia
perseverance_records	los_angeles
milton	lt_CherwellOxfordshiregt
peter_kuhfeld	cheltenham
cheltenham	gloucestershire
petromidia_refinery	năvodari
năvodari	romania
avonhead	geoent_yaldhurst_2178931
kattoor	lt_AlappuzhaAlappuzha_districtgt
bush_island_nunavut	hudson_strait
tordoki_yani	russia
repaircare	birmingham
scharsee	schleswigholstein
schleswigholstein	germany
kleinpritzer_see	mecklenburgvorpommern
köthener_see	brandenburg
tramser_see	mecklenburgvorpommern
buchsee	mecklenburgvorpommern
anvil_island	british_columbia
fort_wright_tennessee	randolph_tennessee
john_bowers_writer	johnson_city_tennessee
anthozoan_mountain	alberta
wcbzlp	central_city_louisiana
rmcsoft	voronezh
guardian_assurance_company	london
salema	lt_IndiaJalandhar_districtgt
loch_rusky	perthshire
anna_jagodzinska	sierpc
tołkiny	kętrzyn_county
sawtooth_mountains_wilderness	san_diego_county_california
the_asian_banker	singapore
ltČernovice_Blansko_Districtgt	czech_republic
prince_george_winyah_episcopal_church	georgetown_south_carolina
lago_di_comabbio	lombardy
lago_olivo	sicily
lago_santo_modenese	italy
yovisto	potsdam
lake_mitchell_michigan	cadillac_michigan
mtd_entertainment_corporation	orlando_florida
