alexander_iii_of_russia	maria_feodorovna_dagmar_of_denmark
juan_carlos_i_of_spain	queen_sofía_of_spain
queen_sofía_of_spain	juan_carlos_i_of_spain
john_iii	lt_Duke_of_BrabantMarie_dÉvreuxgt
henry_i	lt_Duke_of_BrabantMathilde_of_Flandersgt
henry_iii_of_france	louise_of_lorraine
louise_of_lorraine	henry_iii_of_france
louis_vi_of_france	lucienne_de_rochefort
charles_iv_of_france	marie_of_luxembourg_queen_of_france
felix_yusupov	princess_irina_alexandrovna_of_russia
princess_irina_alexandrovna_of_russia	felix_yusupov
christian_ix_of_denmark	louise_of_hessekassel
louise_of_hessekassel	christian_ix_of_denmark
will_self	deborah_orr
deborah_orr	will_self
harold_pinter	antonia_fraser
harold_pinter	vivien_merchant
antonia_fraser	harold_pinter
michael_chabon	ayelet_waldman
jerry_seinfeld	jessica_seinfeld
gustaf_v_of_sweden	victoria_of_baden
victoria_of_baden	gustaf_v_of_sweden
frederick_of_sweden	ulrika_eleonora_of_sweden
peter_iv_of_aragon	eleanor_of_portugal_queen_of_aragon
peter_iv_of_aragon	eleanor_of_sicily
peter_iv_of_aragon	maria_of_navarre
peter_iv_of_aragon	sibila_of_fortia
eleanor_of_sicily	peter_iv_of_aragon
maria_of_navarre	peter_iv_of_aragon
sibila_of_fortia	peter_iv_of_aragon
richard_harris	elizabeth_reeswilliams
albert_ii_of_belgium	queen_paola_of_belgium
queen_paola_of_belgium	albert_ii_of_belgium
lucius_verus	lucilla
anne_of_kiev	henry_i_of_france
henry_i_of_france	anne_of_kiev
henry_i_of_france	matilda_of_frisia
vasili_iii_of_russia	elena_glinskaya
vasili_iii_of_russia	solomonia_saburova
elena_glinskaya	vasili_iii_of_russia
solomonia_saburova	vasili_iii_of_russia
francis_i	lt_Holy_Roman_EmperorMaria_Theresa_of_Austriagt
maria_christina_of_the_two_sicilies	ferdinand_vii_of_spain
maria_christina_of_the_two_sicilies	agustín_fernández_muñoz_duke_of_riansares
charles_iii_of_spain	maria_amalia_of_saxony
maria_amalia_of_saxony	charles_iii_of_spain
ferdinand_iii	lt_Holy_Roman_EmperorMaria_Ana_of_Austriagt
ferdinand_iii	lt_Holy_Roman_EmperorEleonora_Gonzaga_16301686gt
ferdinand_iii	lt_Holy_Roman_EmperorMaria_Leopoldine_of_Austriagt
frederick_iii	lt_German_EmperorVictoria_Princess_Royalgt
joanna_of_castile	philip_i_of_castile
philip_i_of_castile	joanna_of_castile
zita_of_bourbonparma	charles_i_of_austria
charles_i_of_austria	zita_of_bourbonparma
ferdinand_ii_of_the_two_sicilies	maria_christina_of_savoy
maria_christina_of_savoy	ferdinand_ii_of_the_two_sicilies
margaret_leighton	laurence_harvey
ted_hartley	dina_merrill
ludwig_i_of_bavaria	therese_of_saxehildburghausen
therese_of_saxehildburghausen	ludwig_i_of_bavaria
lord_guilford_dudley	lady_jane_grey
lady_jane_grey	lord_guilford_dudley
princess_ingeborg_of_denmark	prince_carl_duke_of_västergötland
ferdinand_i_of_the_two_sicilies	maria_carolina_of_austria
maria_carolina_of_austria	ferdinand_i_of_the_two_sicilies
ottavio_farnese	lt_Duke_of_ParmaMargaret_of_Parmagt
arthur	lt_Prince_of_WalesCatherine_of_Aragongt
ashton_kutcher	demi_moore
maximilian_i_of_mexico	charlotte_of_belgium
charlotte_of_belgium	maximilian_i_of_mexico
margherita_of_savoy	umberto_i_of_italy
umberto_i_of_italy	margherita_of_savoy
frederick_iv_of_denmark	louise_of_mecklenburggüstrow
frederick_iv_of_denmark	elisabeth_helene_von_vieregg
constance_of_sicily	henry_vi_holy_roman_emperor
constance_of_sicily	lt_Queen_of_AragonPeter_III_of_Aragongt
john_ii_casimir_vasa	claudine_françoise_mignot
queen_noor_of_jordan	hussein_of_jordan
mary_de_bohun	henry_iv_of_england
john_of_lancaster	lt_1st_Duke_of_BedfordJacquetta_of_Luxembourggt
devika_rani	svetoslav_roerich
frederick_william_iii_of_prussia	louise_of_mecklenburgstrelitz
frederick_william_iii_of_prussia	auguste_von_harrach
louise_of_mecklenburgstrelitz	frederick_william_iii_of_prussia
carol_i_of_romania	elisabeth_of_wied
elisabeth_of_wied	carol_i_of_romania
cosimo_i_de_medici	lt_Grand_Duke_of_TuscanyEleanor_of_Toledogt
cosimo_i_de_medici	lt_Grand_Duke_of_TuscanyCamilla_Martelligt
rene_russo	dan_gilroy
jacquetta_of_luxembourg	john_of_lancaster_1st_duke_of_bedford
stephen_uroš_iv_dušan_of_serbia	helena_of_bulgaria
richard_woodville	lt_1st_Earl_RiversJacquetta_of_Luxembourggt
wenceslaus_ii_of_bohemia	judith_of_habsburg
judith_of_habsburg	wenceslaus_ii_of_bohemia
sancho_ii_of_portugal	mécia_lopes_de_haro
peter_i_of_portugal	constance_of_peñafiel
peter_v_of_portugal	stephanie_of_hohenzollernsigmaringen
victoria	lt_Princess_RoyalFrederick_III_German_Emperorgt
rebecca_pidgeon	david_mamet
countess_augusta_reuss_of_ebersdorf	francis_duke_of_saxecoburgsaalfeld
fabiola_of_belgium	baudouin_of_belgium
prince_joachim_of_denmark	alexandra_countess_of_frederiksborg
prince_joachim_of_denmark	princess_marie_of_denmark
princess_marie_of_denmark	prince_joachim_of_denmark
leander_paes	rhea_pillai
princess_louise	lt_Duchess_of_ArgyllJohn_Campbell_9th_Duke_of_Argyllgt
lorenzo_ii_de_medici	lt_Duke_of_UrbinoMadeleine_de_La_Tour_dAuvergnegt
ramon_berenguer_iv	lt_Count_of_BarcelonaPetronila_of_Aragongt
princess_helena_of_the_united_kingdom	prince_christian_of_schleswigholstein
prince_christian_of_schleswigholstein	princess_helena_of_the_united_kingdom
ursula_thiess	robert_taylor_actor
emperor_zhao_of_han	grand_empress_dowager_shangguan
grand_empress_dowager_shangguan	emperor_zhao_of_han
frederik	lt_Crown_Prince_of_DenmarkMary_Crown_Princess_of_Denmarkgt
jean	lt_Grand_Duke_of_LuxembourgPrincess_JoséphineCharlotte_of_Belgiumgt
ernest_augustus	lt_Crown_Prince_of_HanoverPrincess_Thyra_of_Denmarkgt
ay	ankhesenamun
inês_de_castro	peter_i_of_portugal
herod_antipas	herodias
herod_antipas	aretas_iv_philopatris
bolesław_iv_the_curly	viacheslava_of_novgorod
bolesław_iv_the_curly	maria_wife_of_bolesław_iv_the_curly
viacheslava_of_novgorod	bolesław_iv_the_curly
mieszko_iii_the_old	elisabeth_of_hungary_11281154
mieszko_iii_the_old	eudoxia_of_kiev
elisabeth_of_hungary_11281154	mieszko_iii_the_old
eudoxia_of_kiev	mieszko_iii_the_old
constance	lt_Duchess_of_BrittanyGuy_of_Thouarsgt
princess_victoria_of_saxecoburgsaalfeld	emich_carl_2nd_prince_of_leiningen
nicole_brown_simpson	o_j_simpson
edmund_crouchback	blanche_of_artois
blanche_of_artois	henry_i_of_navarre
coretta_scott_king	martin_luther_king_jr
prince_bertil	lt_Duke_of_HallandPrincess_Lilian_Duchess_of_Hallandgt
prince_carl	lt_Duke_of_VästergötlandPrincess_Ingeborg_of_Denmarkgt
william_iv	lt_Grand_Duke_of_LuxembourgInfanta_Marie_Anne_of_Portugalgt
charlotte	lt_Grand_Duchess_of_LuxembourgPrince_Felix_of_BourbonParmagt
mariechantal	lt_Crown_Princess_of_GreecePavlos_Crown_Prince_of_Greecegt
theresa	lt_Countess_of_PortugalHenry_Count_of_Portugalgt
archduke_franz_karl_of_austria	princess_sophie_of_bavaria
thutmose_i	mutnofret
abel_of_denmark	matilda_of_holstein
matilda_of_holstein	abel_of_denmark
petronila_of_aragon	ramon_berenguer_iv_count_of_barcelona
barack_obama	michelle_obama
waldorf_astor	lt_2nd_Viscount_AstorNancy_Astor_Viscountess_Astorgt
rupprecht	lt_Crown_Prince_of_BavariaDuchess_Marie_Gabrielle_in_Bavariagt
archduke_friedrich	lt_Duke_of_TeschenPrincess_Isabella_of_Croÿgt
thutmose_iv	mutemwiya
thutmose_iv	iaret
thutmose_iv	nefertari_18th_dynasty
mutemwiya	thutmose_iv
elizabeth_boleyn	lt_Countess_of_WiltshireThomas_Boleyn_1st_Earl_of_Wiltshiregt
alexandra	lt_Countess_of_FrederiksborgPrince_Joachim_of_Denmarkgt
carlota_of_spain	john_vi_of_portugal
abhishek_bachchan	aishwarya_rai
aishwarya_rai	abhishek_bachchan
ben_gibbard	zooey_deschanel
david_walliams	lara_stone
heiner_müller	inge_müller
dimitri_marick	erica_kane
dimitri_marick	gloria_marsh
jackson_montgomery	erica_kane
henry	lt_Count_of_PortugalTheresa_Countess_of_Portugalgt
jyotirao_phule	savitribai_phule
anna_lee	robert_stevenson_director
anna_lee	robert_nathan
robert_stevenson_director	anna_lee
robert_nathan	anna_lee
adelaide_of_maurienne	louis_vi_of_france
princess_mafalda_of_savoy	philipp_landgrave_of_hesse
princess_thyra_of_denmark	ernest_augustus_crown_prince_of_hanover
blair_cramer	todd_manning
alia_alhussein	hussein_of_jordan
erling_s_lorentzen	princess_ragnhild_of_norway
siri_hustvedt	paul_auster
blanche_of_namur	magnus_iv_of_sweden
princess_lilian	lt_Duchess_of_HallandPrince_Bertil_Duke_of_Hallandgt
vajiralongkorn	soamsavali_kitiyakara
soamsavali_kitiyakara	vajiralongkorn
vratislaus_ii_of_bohemia	ltŚwiętosława_of_Polandgt
ltŚwiętosława_of_Polandgt	vratislaus_ii_of_bohemia
frederick_kagan	kimberly_kagan
kimberly_kagan	frederick_kagan
elisabeth_of_valois	philip_ii_of_spain
margaret_of_austria	lt_Duchess_of_SavoyJohn_Prince_of_Asturiasgt
claude_of_france	francis_i_of_france
frances_carr	lt_Countess_of_SomersetRobert_Devereux_3rd_Earl_of_Essexgt
frances_carr	lt_Countess_of_SomersetRobert_Carr_1st_Earl_of_Somersetgt
prince_felix_of_bourbonparma	charlotte_grand_duchess_of_luxembourg
princess_marie_louise_of_parma	ferdinand_i_of_bulgaria
august_aleksander_czartoryski	maria_zofia_sieniawska
marie_of_brabant	lt_Queen_of_FrancePhilip_III_of_Francegt
cynthia_lennon	john_lennon
ferdinand_i_of_aragon	eleanor_of_alburquerque
eleanor_of_alburquerque	ferdinand_i_of_aragon
prince_hassan_bin_talal	princess_sarvath_el_hassan
princess_sarvath_el_hassan	prince_hassan_bin_talal
elisabeth_of_bavaria_18761965	albert_i_of_belgium
hugh_despenser_the_younger	eleanor_de_clare
steve_carell	nancy_carell
nancy_carell	steve_carell
cecilia_renata_of_austria	władysław_iv_vasa
william_v	lt_Duke_of_BavariaRenata_of_Lorrainegt
ranuccio_ii_farnese	lt_Duke_of_ParmaMaria_dEstegt
pinedjem_i	duathathorhenuttawy
carlos_thompson	lilli_palmer
maximilian_iii_joseph	lt_Elector_of_BavariaMaria_Anna_Sophia_of_Saxonygt
sophia_magdalena_of_denmark	gustav_iii_of_sweden
gustav_iii_of_sweden	sophia_magdalena_of_denmark
babe_carey	jr_chandler
jr_chandler	marissa_tasker
mahidol_adulyadej	srinagarindra
srinagarindra	mahidol_adulyadej
saif_ali_khan	amrita_singh
amrita_singh	saif_ali_khan
matilda_ii	lt_Countess_of_BoulogneAfonso_III_of_Portugalgt
john_george_i	lt_Elector_of_SaxonyMagdalene_Sibylle_of_Prussiagt
peter_jefferson	jane_randolph_jefferson
gwen_winthrop	ethan_winthrop
ethan_winthrop	theresa_lopezfitzgerald_crane
fox_crane	kay_bennett
kay_bennett	fox_crane
kay_bennett	miguel_lopezfitzgerald
bagrat_iv_of_georgia	borena_of_alania
catherine_of_austria	lt_Queen_of_PortugalJohn_III_of_Portugalgt
leopold	lt_Grand_Duke_of_BadenPrincess_Sophie_of_Swedengt
leopold	lt_Prince_of_HohenzollernInfanta_Antónia_of_Portugalgt
emeric_of_hungary	constance_of_aragon
constance_of_aragon	emeric_of_hungary
pavlos	lt_Crown_Prince_of_GreeceMarieChantal_Crown_Princess_of_Greecegt
christina_of_denmark	francis_i_duke_of_lorraine
christina_of_denmark	francesco_ii_sforza
alexandra_pelosi	michiel_vos
princess_muna_alhussein	hussein_of_jordan
dina_bint_abdulhamid	hussein_of_jordan
infanta_margarita	lt_2nd_Duchess_of_HernaniCarlos_Zurita_Duke_of_Soriagt
alexandra_feodorovna_charlotte_of_prussia	nicholas_i_of_russia
lizzie_spaulding	jonathan_randall
prince_mikasa	princess_mikasa
princess_mikasa	prince_mikasa
maria_beatrice_of_savoy	francis_iv_duke_of_modena
jessica_bennett	spike_lester
spike_lester	jessica_bennett
meir_zarchi	camille_keaton
claudia_de_medici	leopold_v_archduke_of_austria
seqenenre_tao_ii	ahhotep_i
seqenenre_tao_ii	sitdjehuti
grand_duchess_alexandra_georgievna_of_russia	grand_duke_paul_alexandrovich_of_russia
grand_duke_paul_alexandrovich_of_russia	grand_duchess_alexandra_georgievna_of_russia
princess_olga_paley	grand_duke_paul_alexandrovich_of_russia
honoré_iii	lt_Prince_of_MonacoMariaCaterina_di_BrignoleSalegt
theresa_lopezfitzgerald_crane	ethan_winthrop
miguel_lopezfitzgerald	kay_bennett
letizia_ramolino	carlo_buonaparte
martin_fitzgerald_passions_character	pilar_lopezfitzgerald
shelley_unwin	peter_barlow_coronation_street
olga_knipper	anton_chekhov
colin_greenland	susanna_clarke
maria_christina	lt_Duchess_of_TeschenPrince_Albert_of_Saxony_Duke_of_Teschengt
blanche_of_lancaster	john_of_gaunt_1st_duke_of_lancaster
januária_maria	lt_Princess_Imperial_of_BrazilPrince_Louis_Count_of_Aquilagt
infanta_maria_anna_of_portugal_18431884	george_of_saxony
infanta_antónia_of_portugal	leopold_prince_of_hohenzollern
niuhuru	lt_Empress_Sheng_XianYongzheng_Emperorgt
niuhuru	lt_Empress_He_RuiJiaqing_Emperorgt
grand_duke_michael_nikolaevich_of_russia	olga_feodorovna_of_baden
olga_feodorovna_of_baden	grand_duke_michael_nikolaevich_of_russia
maria_ana_of_austria	ferdinand_iii_holy_roman_emperor
elisabeth_of_austria_15541592	charles_ix_of_france
marissa_tasker	jr_chandler
philipp	lt_Landgrave_of_HessePrincess_Mafalda_of_Savoygt
christian_finnegan	kambri_crews
lindsay_gardner	ryan_atwood
princess_alexandra_of_saynwittgensteinberleburg	count_jefferson_von_pfeil_und_kleinellguth
marie_louise_gonzaga	john_ii_casimir_vasa
marie_louise_gonzaga	władysław_iv_vasa
natalie_buchanan	mitch_laurence
natalie_buchanan	cristian_vega
natalie_buchanan	jared_banks
cristian_vega	natalie_buchanan
jared_banks	natalie_buchanan
infante_alfonso_carlos	lt_Duke_of_San_JaimeInfanta_Maria_das_Neves_of_Portugalgt
princess_marieesméralda_of_belgium	salvador_moncada
princess_cecilia_of_sweden_18071844	augustus_grand_duke_of_oldenburg
elisabeth_of_goriziatyrol	albert_i_of_germany
margaret_stewart	lt_Dauphine_of_FranceLouis_XI_of_Francegt
jessica_buchanan	antonio_vega
jessica_buchanan	nash_brennan
antonio_vega	jessica_buchanan
nash_brennan	jessica_buchanan
prince_xavier_of_bourbonparma	madeleine_de_bourbon
kim_timmins	janelle_timmins
isabella_of_portugal	lt_Queen_of_CastileJohn_II_of_Castilegt
isabella_of_portugal	charles_v_holy_roman_emperor
anne_of_york	lt_Countess_of_SurreyThomas_Howard_3rd_Duke_of_Norfolkgt
joan_of_england	lt_Queen_of_ScotsAlexander_II_of_Scotlandgt
anne_sophie_reventlow	frederick_iv_of_denmark
theresa_diaz	ryan_atwood
grand_duchess_maria_pavlovna_of_russia_17861859	charles_frederick_grand_duke_of_saxeweimareisenach
grand_duchess_elena_pavlovna_of_russia	frederick_louis_hereditary_grand_duke_of_mecklenburgschwerin
princess_margaret_of_denmark	prince_rené_of_bourbonparma
prince_rené_of_bourbonparma	princess_margaret_of_denmark
infanta_marie_anne_of_portugal	william_iv_grand_duke_of_luxembourg
archduke_karl_ludwig_of_austria	princess_margaretha_of_saxony
louis_vi	lt_Landgrave_of_HesseDarmstadtElisabeth_Dorothea_of_SaxeGothaAltenburggt
princess_sophie_of_sweden	leopold_grand_duke_of_baden
ryan_lavery	annie_lavery
prince_pedro_henrique_of_orléansbraganza	princess_maria_elisabeth_of_bavaria
princess_maria_elisabeth_of_bavaria	prince_pedro_henrique_of_orléansbraganza
princess_antonia_of_luxembourg	rupprecht_crown_prince_of_bavaria
susan_barlow	mike_baldwin_coronation_street
skye_chandler	ben_davidson_one_life_to_live
leslie_perri	frederik_pohl
lara_marlowe	robert_fisk
dagmar_havlová	václav_havel
maria_luisa_of_spain	lt_Duchess_of_LuccaLouis_of_Etruriagt
maria_of_austria	lt_Holy_Roman_EmpressMaximilian_II_Holy_Roman_Emperorgt
hitara	lt_Empress_Shu_RuiJiaqing_Emperorgt
cecile_of_france	pons_of_tripoli
raja_nazrin_shah	zara_salim_davidson
zara_salim_davidson	raja_nazrin_shah
kelly_cramer	kevin_buchanan
kelly_cramer	joey_buchanan
kevin_buchanan	kelly_cramer
joey_buchanan	jennifer_rappaport
joey_buchanan	kelly_cramer
marie_jeanne_of_savoy	charles_emmanuel_ii_duke_of_savoy
landgravine_amalie_of_hessedarmstadt	charles_louis_hereditary_prince_of_baden
prince_harald_of_denmark	princess_helena_adelaide_of_schleswigholsteinsonderburgglücksburg
princess_helena_adelaide_of_schleswigholsteinsonderburgglücksburg	prince_harald_of_denmark
dorothy_arnold_actress	joe_dimaggio
frederick_francis_iii	lt_Grand_Duke_of_MecklenburgGrand_Duchess_Anastasia_Mikhailovna_of_Russiagt
theresa_christina_of_the_two_sicilies	pedro_ii_of_brazil
prince_ferdinand_pius	lt_Duke_of_CalabriaPrincess_Maria_Ludwiga_Theresia_of_Bavariagt
marie_of_luxembourg	lt_Queen_of_FranceCharles_IV_of_Francegt
jeff_martin_all_my_children	erica_kane
travis_montgomery	erica_kane
infanta_beatriz_of_spain	alessandro_torlonia_5th_prince_di_civitellacesi
opal_cortlandt	ray_gardner_all_my_children
hayley_vaughan	mateo_santos
duchess_marie_of_mecklenburgschwerin	grand_duke_vladimir_alexandrovich_of_russia
prince_ranieri	lt_Duke_of_CastroCountess_Maria_Carolina_Zamoyskagt
prince_carlo	lt_Duke_of_CastroPrincess_Camilla_Duchess_of_Castrogt
emich_carl	lt_2nd_Prince_of_LeiningenPrincess_Victoria_of_SaxeCoburgSaalfeldgt
ruth_martin_all_my_children	joe_martin_all_my_children
tina_lord	david_vickers
tina_lord	cord_roberts
cord_roberts	tina_lord
adolphus_frederick_v	lt_Grand_Duke_of_MecklenburgPrincess_Elisabeth_of_Anhaltgt
john_of_foix	lt_Viscount_of_NarbonneMarie_of_Orléans_14571493gt
beatrice_of_castile_12421303	afonso_iii_of_portugal
infanta_maría_de_la_paz_of_spain	prince_ludwig_ferdinand_of_bavaria
laura_martinozzi	alfonso_iv_deste_duke_of_modena
william	lt_Prince_of_HohenzollernPrincess_Adelgunde_of_Bavaria_18701958gt
william	lt_Duke_of_NassauPrincess_Louise_of_SaxeHildburghausengt
cramer_family	david_vickers
cramer_family	kevin_buchanan
maria_antonia_walpurgis_of_bavaria	frederick_christian_elector_of_saxony
lucia_migliaccio	ferdinand_i_of_the_two_sicilies
alanmichael_spaulding	harley_cooper
ansgar_von_lahnstein	nathalie_käppler
nathalie_käppler	ansgar_von_lahnstein
leonard_von_lahnstein	cécile_de_maron
archduke_charles_stephen_of_austria	archduchess_maria_theresa_of_austria_18621933
archduchess_maria_theresa_of_austria_18621933	archduke_charles_stephen_of_austria
eden_hartford	groucho_marx
maria_anna_sophia_of_saxony	maximilian_iii_joseph_elector_of_bavaria
tom_cudahy	brooke_english
tom_cudahy	erica_kane
alfonso_iv_deste	lt_Duke_of_ModenaLaura_Martinozzigt
countess_marianne_bernadotte_of_wisborg	sigvard_bernadotte
grand_duchess_alexandra_pavlovna_of_russia	archduke_joseph_palatine_of_hungary
alexandra_zhukovskaya	grand_duke_alexei_alexandrovich_of_russia
isabella_deste_16351666	ranuccio_ii_farnese_duke_of_parma
princess_hermine_of_anhaltbernburgschaumburghoym	archduke_joseph_palatine_of_hungary
duchess_maria_dorothea_of_württemberg	archduke_joseph_palatine_of_hungary
princess_marie_isabelle_of_orléans	prince_philippe_count_of_paris
duke_karltheodor_in_bavaria	princess_sophie_of_saxony
princess_sophie_of_saxony	duke_karltheodor_in_bavaria
isabel_marshal	richard_1st_earl_of_cornwall
louise_marie_thérèse_dartois	charles_iii_duke_of_parma
kunigunde_of_hohenstaufen	wenceslaus_i_of_bohemia
prince_paul_of_württemberg	princess_charlotte_of_saxehildburghausen
princess_charlotte_of_saxehildburghausen	prince_paul_of_württemberg
tanja_von_lahnstein	ansgar_von_lahnstein
duchess_amelia_of_württemberg	joseph_duke_of_saxealtenburg
beatrice_of_bavaria	eric_xii_of_sweden
princess_isabella_of_croÿ	archduke_friedrich_duke_of_teschen
prince_ludwig_of_bavaria_19132008	princess_irmingard_of_bavaria
illinois_senate_career_of_barack_obama	michelle_obama
united_states_senate_career_of_barack_obama	michelle_obama
princess_camilla	lt_Duchess_of_CastroPrince_Carlo_Duke_of_Castrogt
prince_muhammad_bin_talal	princess_firyal_of_jordan
princess_firyal_of_jordan	prince_muhammad_bin_talal
sylvia_bataille	jacques_lacan
frances_seymour	lt_Duchess_of_Somerset_15991674William_Seymour_2nd_Duke_of_Somersetgt
marie_of_orléans_14571493	john_of_foix_viscount_of_narbonne
elizabeth_howard	lt_Duchess_of_NorfolkThomas_Howard_3rd_Duke_of_Norfolkgt
ola_raknes	aslaug_vaa
johanna_von_trapp	ernst_florian_winter
duchess_marie_gabrielle_in_bavaria	rupprecht_crown_prince_of_bavaria
archduchess_maria_anna_josepha_of_austria	johann_wilhelm_elector_palatine
joan_de_bohun	lt_Countess_of_HerefordHumphrey_de_Bohun_7th_Earl_of_Herefordgt
prince_francis	lt_Count_of_TrapaniArchduchess_Maria_Isabella_of_Austriagt
archduchess_maria_isabella_of_austria	prince_francis_count_of_trapani
prince_louis	lt_Count_of_AquilaJanuária_Maria_Princess_Imperial_of_Brazilgt
princess_maria_ludwiga_theresia_of_bavaria	prince_ferdinand_pius_duke_of_calabria
prince_gaetan	lt_Count_of_GirgentiIsabella_Princess_of_Asturias_18511931gt
countess_maria_carolina_zamoyska	prince_ranieri_duke_of_castro
princess_maria_carolina_of_bourbontwo_sicilies_18201861	infante_carlos_count_of_montemolin
count_viggo_of_rosenborg	eleanor_margaret_green
carlos_zurita	lt_Duke_of_SoriaInfanta_Margarita_2nd_Duchess_of_Hernanigt
dagmar_of_bohemia	valdemar_ii_of_denmark
elisabeth_of_poland	lt_Duchess_of_PomeraniaBogislaw_V_Duke_of_Pomeraniagt
clementia_of_habsburg	charles_martel_of_anjou
isabel_le_despenser	lt_Countess_of_ArundelRichard_FitzAlan_10th_Earl_of_Arundelgt
princess_adelgunde_of_bavaria_18701958	william_prince_of_hohenzollern
princess_ida_of_saxemeiningen	prince_bernhard_of_saxeweimareisenach
beatrice_of_luxembourg	charles_i_of_hungary
ltÉlisabeth_Marguerite_dOrléansgt	louis_joseph_duke_of_guise
françoise_madeleine_dorléans	charles_emmanuel_ii_duke_of_savoy
archduchess_auguste_ferdinande_of_austria	luitpold_prince_regent_of_bavaria
euphemia_of_pomerania	christopher_ii_of_denmark
matilde_of_bavaria	frederick_ii_margrave_of_meissen
alice_holland	lt_Countess_of_KentThomas_Holland_2nd_Earl_of_Kentgt
mariacaterina_di_brignolesale	honoré_iii_prince_of_monaco
princess_anna_of_saxony_18361859	ferdinand_iv_grand_duke_of_tuscany
princess_maria_vittoria_of_savoy	prince_leopold_count_of_syracuse
princess_agnes_of_hohenlohelangenburg	constantine_hereditary_prince_of_löwensteinwertheimrosenberg
princess_louise_of_saxehildburghausen	william_duke_of_nassau
marie_antoinette_murat	charles_prince_of_hohenzollernsigmaringen
princess_joséphinecharlotte_of_belgium	jean_grand_duke_of_luxembourg
princess_louise_élisabeth_of_france	philip_duke_of_parma
princess_louise_of_denmark_17261756	ernest_frederick_iii_duke_of_saxehildburghausen
maud_marshal	william_de_warenne_6th_earl_of_surrey
maud_marshal	hugh_bigod_3rd_earl_of_norfolk
maud_fitzjohn	lt_Countess_of_WarwickWilliam_de_Beauchamp_9th_Earl_of_Warwickgt
christian	lt_Prince_Elect_of_DenmarkMagdalene_Sibylle_of_Saxonygt
benedetto	lt_Duke_of_ChablaisPrincess_Maria_Ana_of_Savoygt
duke_christian_louis_of_mecklenburg	princess_barbara_of_prussia
bridget_de_vere	francis_norris_1st_earl_of_berkshire
archduke_gottfried_of_austria	princess_dorothea_of_bavaria
princess_dorothea_of_bavaria	archduke_gottfried_of_austria
princess_maria_ana_of_savoy	benedetto_duke_of_chablais
duchess_charlotte_of_brunswicklüneburg	rinaldo_deste_duke_of_modena
princess_marie_louise_of_orléans_18961973	prince_philip_of_bourbontwo_sicilies
princess_maria_antonia_of_the_two_sicilies	leopold_ii_grand_duke_of_tuscany
maria_deste	ranuccio_ii_farnese_duke_of_parma
elisabeth_dorothea_of_saxegothaaltenburg	louis_vi_landgrave_of_hessedarmstadt
henry_vi	lt_Holy_Roman_EmperorConstance_of_Sicilygt
susan_de_vere	lt_Countess_of_MontgomeryPhilip_Herbert_4th_Earl_of_Pembrokegt
